userName,userLocation,rating,reviewDate,checkInDate,checkOutDate,likedText,dislikedText,reviewTitle,travelerType,roomInfo,numberOfNights,propertyResponse,hotelRatingScores,helpfulVotes,reviewLanguage,hotelId,images,aiAnalysis
Mikalai,Belarus,10,2022-06-19T19:30:53.000Z,2022-06-05,2022-06-12,"Очень комфортное место. Хозяйка заботливая и гостеприимная. Когда мы приехали, нас ждали фрукты, печенье и вино. Чистые и просторные апартаменты, красивый милый интерьер, выглядит даже лучше, чем на фото. Есть обустроенный дворик, где можно отдохнуть и выпить кофе. Кстати, хозяйка варит его очень вкусно!",,"Большое спасибо за гостеприимство, внимание и заботу! Мы отлично отдохнули.",Solo traveler,Superior Apartment,7,საუკეთესო სტუმრები🙏🙏ყველას ვუსურვებ ასეთ ადამიანების სტუმრობას.,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79298877716064},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60634803771973},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79910564422607},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.55228424072266},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62300300598145},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405555725098},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",1,ru,8385148,[],"комфорт,гостеприимство,чистота,уют,апартаменты/"
Datashvili,Georgia,10,2025-02-17T08:55:19.000Z,2025-02-15,2025-02-17,,,,Solo traveler,Superior Apartment,2,,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79299449920654},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60636043548584},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79911041259766},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.5522985458374},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62301540374756},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405746459961},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,en,8385148,[],/
Gocha,Greece,10,2025-01-05T10:38:50.000Z,2024-12-12,2024-12-15,,,,Family,Superior Apartment,3,,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79299449920654},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60636043548584},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79911041259766},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.5522985458374},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62301540374756},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405746459961},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,en,8385148,[],/
Sawai,Thailand,10,2024-11-17T10:34:48.000Z,2024-11-13,2024-11-14,,,,Couple,Superior Apartment,1,,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79299449920654},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60636043548584},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79911041259766},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.5522985458374},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62301540374756},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405746459961},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,xu,8385148,[],/
Mariam,Georgia,10,2024-11-10T17:00:54.000Z,2024-11-09,2024-11-10,,,,Group,Superior Apartment,1,,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79299449920654},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60636043548584},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79911041259766},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.5522985458374},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62301540374756},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405746459961},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,en,8385148,[],/
Avinash,Kuwait,10,2024-08-14T05:27:54.000Z,2024-08-12,2024-08-13,,,,Family,Superior Apartment,1,,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79299449920654},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60636043548584},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79911041259766},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.5522985458374},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62301540374756},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405746459961},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,xu,8385148,[],/
Anna,United Kingdom,9,2024-07-31T17:07:38.000Z,2024-07-30,2024-07-31,,,,Family,Superior Apartment,1,,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79299449920654},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60636043548584},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79911041259766},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.5522985458374},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62301540374756},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405746459961},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,en,8385148,[],/
Toma,Georgia,10,2023-10-17T08:49:01.000Z,2023-10-14,2023-10-15,,,,Couple,Superior Apartment,1,,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79299449920654},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60636043548584},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79911041259766},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.5522985458374},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62301540374756},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405746459961},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,xu,8385148,[],/
Khatskevich,Armenia,10,2023-07-28T14:42:17.000Z,2023-07-26,2023-07-27,,,,Family,Superior Apartment,1,,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79299449920654},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60636043548584},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79911041259766},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.5522985458374},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62301540374756},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405746459961},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,xu,8385148,[],/
Iana,Russia,10,2025-03-08T11:53:01.000Z,2025-02-28,2025-03-01,,,,Family,Superior Apartment,1,,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79299449920654},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60636043548584},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79911041259766},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.5522985458374},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62301540374756},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405746459961},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,ru,8385148,[],/
Irakli,Georgia,10,2025-02-15T06:45:42.000Z,2025-02-14,2025-02-15,,,,Couple,Superior Apartment,1,,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79299449920654},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60636043548584},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79911041259766},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.5522985458374},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62301540374756},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405746459961},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,ru,8385148,[],/
Gevork,Georgia,10,2025-01-11T17:02:08.000Z,2024-12-30,2025-01-03,,,,Group,Superior Apartment,4,,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79299449920654},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60636043548584},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79911041259766},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.5522985458374},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62301540374756},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405746459961},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,ru,8385148,[],/
Markéta,Czech Republic,9,2024-09-25T17:08:38.000Z,2024-09-24,2024-09-25,,,,Family,Superior Apartment,1,,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79299449920654},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60636043548584},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79911041259766},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.5522985458374},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62301540374756},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405746459961},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,cs,8385148,[],/
Sergey,Russia,10,2024-09-17T11:22:42.000Z,2024-09-11,2024-09-12,,,,Family,Superior Apartment,1,,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79299449920654},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60636043548584},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79911041259766},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.5522985458374},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62301540374756},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405746459961},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,ru,8385148,[],/
Robert,Germany,10,2024-08-06T15:30:42.000Z,2024-08-01,2024-08-02,,,,Family,Superior Apartment,1,,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79299449920654},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60636043548584},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79911041259766},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.5522985458374},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62301540374756},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405746459961},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,de,8385148,[],/
Nicolas,France,10,2024-04-26T18:02:09.000Z,2024-04-25,2024-04-26,,,,Family,Superior Apartment,1,,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79299449920654},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60636043548584},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79911041259766},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.5522985458374},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62301540374756},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405746459961},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,fr,8385148,[],/
Rick,Netherlands,10,2023-09-26T17:58:52.000Z,2023-09-25,2023-09-26,,,,Couple,Superior Apartment,1,,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79299449920654},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60636043548584},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79911041259766},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.5522985458374},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62301540374756},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405746459961},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,nl,8385148,[],/
Matthias,Germany,10,2023-07-28T07:43:49.000Z,2023-07-11,2023-07-12,,,,Couple,Superior Apartment,1,,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79299449920654},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60636043548584},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79911041259766},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.5522985458374},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62301540374756},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405746459961},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,de,8385148,[],/
Bernd,Poland,10,2023-05-08T05:04:09.000Z,2023-05-06,2023-05-07,,,,Family,Superior Apartment,1,,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79299449920654},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60636043548584},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79911041259766},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.5522985458374},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62301540374756},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405746459961},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,de,8385148,[],/
Tzvi,Israel,10,2022-12-09T08:39:24.000Z,2022-12-06,2022-12-07,,,,Group,Superior Apartment,1,,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79299449920654},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60636043548584},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79911041259766},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.5522985458374},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62301540374756},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405746459961},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,he,8385148,[],/
Дмитрий,Russia,10,2022-11-17T17:04:19.000Z,2022-10-31,2022-11-17,,,,Group,Superior Apartment,17,,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79299449920654},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60636043548584},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79911041259766},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.5522985458374},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62301540374756},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405746459961},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,ru,8385148,[],/
Yauhen,Belarus,10,2022-10-09T17:00:12.000Z,2022-09-29,2022-09-30,,,,Family,Superior Apartment,1,,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79299449920654},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60636043548584},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79911041259766},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.5522985458374},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62301540374756},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405746459961},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,ru,8385148,[],/
Maxim,Russia,10,2022-10-01T13:00:53.000Z,2022-09-03,2022-09-04,,,,Solo traveler,Superior Apartment,1,,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79299449920654},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60636043548584},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79911041259766},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.5522985458374},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62301540374756},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405746459961},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,ru,8385148,[],/
Aleksandra,Poland,10,2022-09-29T12:02:41.000Z,2022-09-28,2022-09-29,,,,Family,Superior Apartment,1,,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79299449920654},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60636043548584},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79911041259766},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.5522985458374},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62301540374756},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405746459961},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,pl,8385148,[],/
Sergey,Georgia,10,2022-07-28T05:29:28.000Z,2022-07-13,2022-07-16,,,,Family,Superior Apartment,3,,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79299449920654},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60636043548584},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79911041259766},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.5522985458374},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62301540374756},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405746459961},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,ru,8385148,[],/
Cavid,Georgia,6,2022-07-24T19:04:54.000Z,2022-06-23,2022-06-24,,,,Couple,Superior Apartment,1,,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79299449920654},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60636043548584},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79911041259766},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.5522985458374},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62301540374756},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405746459961},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,tr,8385148,[],/
Mikalai,Belarus,10,2022-06-19T19:40:50.000Z,2022-06-12,2022-06-16,,,"Так понравилось, что решили продлить проживание :)",Solo traveler,Superior Apartment,4,სუფთა და მოწესრიგებული სტუმრები.🙏🙏,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79299449920654},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60636043548584},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79911041259766},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.5522985458374},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62301540374756},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405746459961},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,ru,8385148,[],"удобство,комфорт,чистота,гостеприимство/"
Cavid,Georgia,10,2022-05-27T15:37:20.000Z,2022-05-26,2022-05-27,,,,Family,Superior Apartment,1,,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79299449920654},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60636043548584},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79911041259766},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.5522985458374},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62301540374756},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405746459961},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,tr,8385148,[],/
